,ID,Year_Birth,Age,Age_Group,Education,FamilySize,Income,IncomeClass,Dt_Customer,Day_Customer,Day_Joined,Month_Joined,Year_Joined,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,T_AmountSpent,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,T_NPurchase,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,T_AcceptedCmpgn,Complain
296,2874,1988,26,Young Adults,Postgraduate,2,35388.0,Lower Middle,2013-03-07,479,Thursday,March,2013,20,6.0,4.0,7.0,4.0,3.0,8.0,32.0,1,1,0,3,7,5,0,0,0,0,0,0,0
297,9738,1986,28,Young Adults,Postgraduate,3,42386.0,Lower Middle,2013-01-13,532,Sunday,January,2013,43,65.0,4.0,16.0,0.0,4.0,11.0,100.0,1,3,0,3,8,7,0,0,0,0,0,0,0
298,7119,1982,32,Young Adults,Undergraduate,1,68627.0,Middle,2013-01-12,533,Saturday,January,2013,45,395.0,15.0,263.0,60.0,54.0,38.0,825.0,1,2,3,6,1,12,0,0,0,0,0,0,0
299,3924,1965,49,Middle-aged,Postgraduate,2,57912.0,Middle,2014-03-17,104,Monday,March,2014,34,801.0,0.0,80.0,0.0,0.0,35.0,916.0,5,8,3,12,5,28,0,1,0,0,0,1,0
300,5827,1958,56,Middle-aged,Undergraduate,3,35246.0,Lower Middle,2014-04-16,74,Wednesday,April,2014,53,36.0,0.0,12.0,2.0,2.0,10.0,62.0,4,3,1,3,5,11,0,0,0,0,0,0,0
301,5596,1956,58,Middle-aged,Postgraduate,3,58821.0,Middle,2013-10-12,260,Saturday,October,2013,44,513.0,14.0,154.0,19.0,0.0,28.0,728.0,1,9,2,9,6,21,0,0,0,0,0,0,0
302,10812,1978,36,Young Adults,Postgraduate,3,46377.0,Lower Middle,2014-03-01,120,Saturday,March,2014,89,37.0,0.0,46.0,4.0,3.0,0.0,90.0,1,2,1,3,4,7,0,0,0,0,0,0,0
303,1717,1988,26,Young Adults,Undergraduate,2,39747.0,Lower Middle,2014-04-13,77,Sunday,April,2014,43,80.0,15.0,93.0,20.0,13.0,52.0,273.0,3,5,1,4,8,13,0,0,0,0,0,0,0
304,9491,1984,30,Young Adults,Undergraduate,3,23976.0,Poor,2013-12-27,184,Friday,December,2013,68,14.0,1.0,21.0,2.0,3.0,25.0,66.0,3,3,1,3,7,10,0,0,0,0,0,0,0
305,9274,1961,53,Middle-aged,Postgraduate,2,80950.0,Middle,2013-03-28,458,Thursday,March,2013,44,525.0,147.0,112.0,219.0,147.0,63.0,1213.0,1,6,7,9,2,23,0,0,0,1,0,1,0
306,6609,1966,48,Middle-aged,Undergraduate,1,27038.0,Poor,2012-09-18,649,Tuesday,September,2012,64,1.0,26.0,25.0,17.0,23.0,15.0,107.0,1,3,0,3,9,7,0,0,0,0,0,0,0
307,6963,1947,67,Old,Undergraduate,1,77457.0,Middle,2014-03-05,116,Wednesday,March,2014,85,675.0,11.0,400.0,15.0,45.0,11.0,1157.0,1,2,5,10,1,18,0,0,1,0,0,1,0
308,4440,1964,50,Middle-aged,Postgraduate,3,64100.0,Middle,2013-09-10,292,Tuesday,September,2013,93,509.0,0.0,27.0,0.0,0.0,10.0,546.0,1,8,3,6,7,18,0,1,0,0,0,1,0
309,1379,1992,22,Young Adults,Postgraduate,2,42670.0,Lower Middle,2013-04-27,428,Saturday,April,2013,12,154.0,2.0,46.0,20.0,4.0,15.0,241.0,1,4,2,4,4,11,0,0,0,0,0,0,0
310,10032,1976,38,Young Adults,Undergraduate,2,12571.0,Poor,2014-01-18,162,Saturday,January,2014,86,3.0,5.0,14.0,2.0,12.0,17.0,53.0,4,3,1,3,6,11,0,0,0,0,0,0,0
311,2826,1967,47,Middle-aged,Undergraduate,5,22574.0,Poor,2013-10-28,244,Monday,October,2013,28,25.0,0.0,8.0,2.0,0.0,2.0,37.0,2,2,0,3,7,7,0,0,0,0,0,0,0
312,2437,1989,25,Young Adults,Undergraduate,2,80284.32477900671,Middle,2013-06-03,391,Monday,June,2013,69,861.0,138.0,461.0,60.0,30.0,61.0,1611.0,1,6,5,12,3,24,0,1,0,1,0,2,0
313,6320,1976,38,Young Adults,Postgraduate,1,70893.0,Middle,2013-02-06,508,Wednesday,February,2013,42,768.0,44.0,561.0,77.0,44.0,14.0,1508.0,1,6,6,10,3,23,0,0,0,0,0,0,0
314,3050,1966,48,Middle-aged,Undergraduate,4,54198.0,Middle,2013-12-17,194,Tuesday,December,2013,13,185.0,0.0,28.0,3.0,2.0,17.0,235.0,6,3,1,6,4,16,0,0,0,0,0,0,0
315,231,1956,58,Middle-aged,Postgraduate,4,28839.0,Poor,2014-03-11,110,Tuesday,March,2014,86,24.0,0.0,7.0,0.0,0.0,1.0,32.0,2,2,0,3,5,7,0,0,0,0,0,0,0
316,2392,1972,42,Middle-aged,Undergraduate,4,40321.0,Lower Middle,2013-07-29,335,Monday,July,2013,59,44.0,4.0,21.0,6.0,0.0,27.0,102.0,2,3,0,3,7,8,0,0,0,0,0,0,0
317,9478,1985,29,Young Adults,Undergraduate,2,66503.0,Middle,2012-08-14,684,Tuesday,August,2012,30,91.0,64.0,128.0,65.0,3.0,50.0,401.0,2,4,3,6,3,15,0,0,0,0,0,0,0
318,113,1951,63,Old,Undergraduate,4,30833.0,Lower Middle,2013-07-16,348,Tuesday,July,2013,33,11.0,0.0,7.0,3.0,1.0,6.0,28.0,2,1,0,3,5,6,0,0,0,0,0,0,0
319,2863,1970,44,Middle-aged,Undergraduate,4,64363.89071547576,Middle,2013-08-23,310,Friday,August,2013,67,738.0,20.0,172.0,52.0,50.0,20.0,1052.0,6,2,3,10,7,21,0,1,0,1,0,2,0
320,1802,1971,43,Middle-aged,Undergraduate,3,64795.0,Middle,2013-01-17,528,Thursday,January,2013,23,412.0,5.0,119.0,38.0,29.0,77.0,680.0,3,3,3,12,2,21,0,0,0,0,0,0,0
321,520,1974,40,Middle-aged,Undergraduate,3,34421.0,Lower Middle,2013-07-01,363,Monday,July,2013,81,3.0,3.0,7.0,6.0,2.0,9.0,30.0,1,1,0,2,7,4,0,0,0,0,0,0,0
322,8275,1965,49,Middle-aged,Postgraduate,3,47025.0,Lower Middle,2014-02-09,140,Sunday,February,2014,6,16.0,0.0,3.0,0.0,0.0,1.0,20.0,1,1,0,2,7,4,0,0,0,0,0,0,0
323,9750,1961,53,Middle-aged,Postgraduate,2,64325.0,Middle,2013-02-07,507,Thursday,February,2013,41,731.0,60.0,353.0,78.0,12.0,73.0,1307.0,5,10,3,5,7,23,0,0,0,0,0,0,0
324,2607,1953,61,Old,Undergraduate,2,40464.0,Lower Middle,2013-01-11,534,Friday,January,2013,78,424.0,17.0,118.0,7.0,23.0,41.0,630.0,6,8,2,8,8,24,0,0,0,0,0,0,0
325,7214,1957,57,Middle-aged,Undergraduate,2,62187.0,Middle,2013-07-05,359,Friday,July,2013,49,792.0,0.0,275.0,45.0,45.0,126.0,1283.0,1,4,8,5,3,18,0,0,0,0,0,0,0
326,5835,1976,38,Young Adults,Postgraduate,2,14849.0,Poor,2013-07-02,362,Tuesday,July,2013,39,21.0,2.0,28.0,3.0,2.0,9.0,65.0,3,2,0,4,8,9,0,0,0,0,0,0,0
327,3896,1984,30,Young Adults,Undergraduate,3,27255.0,Poor,2013-11-07,234,Thursday,November,2013,3,22.0,1.0,11.0,0.0,1.0,2.0,37.0,1,1,0,3,7,5,0,0,0,0,0,0,0
328,10350,1950,64,Old,Postgraduate,5,54432.0,Middle,2013-05-09,416,Thursday,May,2013,37,33.0,0.0,5.0,0.0,0.0,0.0,38.0,1,1,0,3,4,5,0,0,0,0,0,0,0
329,7786,1986,28,Young Adults,Postgraduate,2,29999.0,Poor,2013-02-13,501,Wednesday,February,2013,22,68.0,7.0,59.0,10.0,5.0,11.0,160.0,4,3,1,4,8,12,0,0,0,0,0,0,0
330,2861,1983,31,Young Adults,Undergraduate,2,24072.0,Poor,2013-04-16,439,Tuesday,April,2013,79,9.0,1.0,6.0,3.0,0.0,4.0,23.0,1,1,0,2,8,4,0,0,0,0,0,0,0
331,663,1989,25,Young Adults,Postgraduate,1,33996.0,Lower Middle,2013-09-11,291,Wednesday,September,2013,46,40.0,2.0,15.0,8.0,0.0,6.0,71.0,1,1,1,3,4,6,0,0,0,0,0,0,0
332,10675,1956,58,Middle-aged,Postgraduate,3,66334.0,Middle,2013-04-03,452,Wednesday,April,2013,82,909.0,11.0,218.0,0.0,0.0,23.0,1161.0,2,9,3,5,5,19,0,0,0,0,0,0,0
333,2521,1971,43,Middle-aged,Postgraduate,3,35178.0,Lower Middle,2013-01-10,535,Thursday,January,2013,10,23.0,1.0,13.0,2.0,2.0,18.0,59.0,1,1,1,2,7,5,1,0,0,0,0,1,0
334,9592,1983,31,Young Adults,Undergraduate,3,22010.0,Poor,2013-06-30,364,Sunday,June,2013,51,11.0,2.0,9.0,3.0,0.0,8.0,33.0,2,2,0,3,8,7,0,0,0,0,0,0,0
335,10151,1960,54,Middle-aged,Undergraduate,3,62204.0,Middle,2012-09-12,655,Wednesday,September,2012,38,317.0,46.0,247.0,151.0,46.0,139.0,946.0,1,4,5,12,3,22,0,0,0,0,0,0,0
336,7381,1968,46,Middle-aged,Undergraduate,1,75693.0,Middle,2012-12-06,570,Thursday,December,2012,10,797.0,153.0,293.0,72.0,97.0,30.0,1442.0,1,11,4,6,4,22,0,1,1,1,0,3,0
337,4099,1972,42,Middle-aged,Undergraduate,3,30675.0,Lower Middle,2012-11-12,594,Monday,November,2012,14,10.0,2.0,16.0,11.0,2.0,21.0,62.0,1,1,0,3,8,5,0,0,0,0,0,0,0
338,9560,1965,49,Middle-aged,Undergraduate,2,83003.0,Middle,2013-03-03,483,Sunday,March,2013,18,856.0,61.0,570.0,40.0,25.0,122.0,1674.0,1,7,6,8,3,22,0,0,1,0,0,1,0
340,10172,1988,26,Young Adults,Undergraduate,1,68655.0,Middle,2012-08-10,688,Friday,August,2012,95,456.0,19.0,832.0,75.0,118.0,38.0,1538.0,1,4,5,11,3,21,0,0,0,0,0,0,0
341,11191,1986,28,Young Adults,Undergraduate,1,41411.0,Lower Middle,2013-12-07,204,Saturday,December,2013,11,37.0,32.0,38.0,11.0,3.0,18.0,139.0,1,2,1,4,6,8,0,0,0,0,0,0,0
342,9707,1969,45,Middle-aged,Postgraduate,3,55212.0,Middle,2012-11-23,583,Friday,November,2012,65,1103.0,0.0,45.0,0.0,0.0,34.0,1182.0,3,4,2,11,8,20,0,1,0,0,1,2,0
343,6245,1950,64,Old,Postgraduate,3,59292.0,Middle,2013-06-13,381,Thursday,June,2013,71,378.0,14.0,68.0,19.0,14.0,14.0,507.0,2,3,5,8,3,18,0,0,0,0,0,0,0
344,8234,1973,41,Middle-aged,Basic,3,27190.0,Poor,2013-08-15,318,Thursday,August,2013,13,1.0,6.0,7.0,0.0,1.0,3.0,18.0,1,1,0,2,8,4,1,0,0,0,0,1,0
345,1411,1952,62,Old,Undergraduate,1,82623.0,Middle,2013-11-10,231,Sunday,November,2013,58,204.0,34.0,204.0,172.0,153.0,173.0,940.0,1,2,9,4,1,16,0,0,0,0,0,0,0
346,8553,1965,49,Middle-aged,Undergraduate,4,44300.0,Lower Middle,2013-06-23,371,Sunday,June,2013,65,30.0,0.0,9.0,0.0,0.0,3.0,42.0,2,1,0,3,6,6,0,0,0,0,0,0,0
347,1826,1970,44,Middle-aged,Undergraduate,1,84835.0,Middle,2014-06-16,13,Monday,June,2014,0,189.0,104.0,379.0,111.0,189.0,218.0,1190.0,1,4,4,6,1,15,0,0,0,0,0,0,0
348,8842,1971,43,Middle-aged,Undergraduate,3,30372.0,Lower Middle,2012-12-25,551,Tuesday,December,2012,33,15.0,0.0,12.0,7.0,3.0,7.0,44.0,3,2,0,3,7,8,0,0,0,0,0,0,0
349,11030,1976,38,Young Adults,Postgraduate,3,33181.0,Lower Middle,2014-01-03,177,Friday,January,2014,90,9.0,0.0,3.0,0.0,0.0,4.0,16.0,1,1,0,2,6,4,1,0,0,0,0,1,0
350,2579,1957,57,Middle-aged,Undergraduate,3,71113.0,Middle,2013-12-17,194,Tuesday,December,2013,95,495.0,33.0,255.0,11.0,33.0,8.0,835.0,4,6,7,9,4,26,0,0,0,0,0,0,0
351,175,1986,28,Young Adults,Undergraduate,3,71952.0,Middle,2013-01-10,535,Thursday,January,2013,93,656.0,80.0,455.0,52.0,107.0,93.0,1443.0,2,8,4,8,4,22,1,0,1,0,0,2,0
352,9185,1966,48,Middle-aged,Postgraduate,1,69759.0,Middle,2013-10-28,244,Monday,October,2013,38,452.0,20.0,514.0,13.0,30.0,0.0,1029.0,3,4,6,5,3,18,0,0,0,0,0,0,0
353,11056,1974,40,Middle-aged,Undergraduate,2,72099.0,Middle,2012-10-27,610,Saturday,October,2012,18,546.0,91.0,410.0,119.0,0.0,22.0,1188.0,1,3,4,10,1,18,0,0,0,0,0,0,0
354,9365,1976,38,Young Adults,Postgraduate,2,60000.0,Middle,2012-12-22,554,Saturday,December,2012,57,1048.0,0.0,217.0,0.0,0.0,12.0,1277.0,5,11,3,5,6,24,0,0,0,0,0,0,0
355,6201,1978,36,Young Adults,Undergraduate,3,38643.0,Lower Middle,2013-11-29,212,Friday,November,2013,45,22.0,2.0,14.0,0.0,1.0,10.0,49.0,2,2,0,3,7,7,0,0,0,0,0,0,1
356,2061,1955,59,Middle-aged,Undergraduate,3,50737.0,Middle,2013-05-11,414,Saturday,May,2013,61,78.0,0.0,11.0,0.0,0.0,10.0,99.0,1,2,0,4,6,7,0,1,0,0,0,1,0
357,6184,1969,45,Middle-aged,Postgraduate,2,68462.0,Middle,2012-12-12,564,Wednesday,December,2012,6,561.0,64.0,785.0,84.0,128.0,48.0,1670.0,1,3,3,8,1,15,0,0,0,0,0,0,0
358,6142,1943,71,Old,Postgraduate,2,65073.0,Middle,2013-08-20,313,Tuesday,August,2013,65,629.0,17.0,177.0,69.0,0.0,8.0,900.0,1,5,3,5,2,14,0,0,0,0,0,0,1
359,4107,1948,66,Old,Postgraduate,4,46681.0,Lower Middle,2013-10-08,264,Tuesday,October,2013,52,269.0,15.0,69.0,15.0,19.0,38.0,425.0,2,4,6,4,5,16,0,0,0,0,0,0,0
360,7274,1957,57,Middle-aged,Undergraduate,2,78618.0,Middle,2012-09-28,639,Friday,September,2012,87,736.0,163.0,818.0,212.0,163.0,61.0,2153.0,1,4,7,10,2,22,0,1,0,0,0,1,0
361,9336,1969,45,Middle-aged,Postgraduate,2,62187.0,Middle,2014-03-22,99,Saturday,March,2014,38,512.0,0.0,83.0,0.0,0.0,41.0,636.0,3,6,2,10,4,21,0,0,0,0,0,0,0
362,2958,1978,36,Young Adults,Undergraduate,4,28442.0,Poor,2014-02-24,125,Monday,February,2014,53,19.0,3.0,10.0,11.0,8.0,6.0,57.0,3,2,1,4,4,10,0,0,0,0,0,0,0
364,5837,1967,47,Middle-aged,Undergraduate,4,51479.0,Middle,2012-12-28,548,Friday,December,2012,67,247.0,8.0,160.0,6.0,8.0,65.0,494.0,7,6,3,6,7,22,0,0,0,0,0,0,0
365,10704,1969,45,Middle-aged,Undergraduate,2,54803.0,Middle,2012-08-21,677,Tuesday,August,2012,65,404.0,0.0,92.0,28.0,27.0,142.0,693.0,2,6,2,9,4,19,0,0,0,0,0,0,0
366,5125,1960,54,Middle-aged,Undergraduate,2,79530.0,Middle,2013-05-17,408,Friday,May,2013,64,333.0,0.0,815.0,129.0,42.0,29.0,1348.0,1,4,10,11,2,26,0,0,0,0,0,0,0
367,4432,1976,38,Young Adults,Undergraduate,2,31615.0,Lower Middle,2013-03-16,470,Saturday,March,2013,82,2.0,3.0,20.0,6.0,11.0,9.0,51.0,2,2,0,3,7,7,0,0,0,0,0,0,0
368,5955,1962,52,Middle-aged,Undergraduate,2,72025.0,Middle,2012-11-17,589,Saturday,November,2012,27,833.0,33.0,549.0,151.0,133.0,233.0,1932.0,1,4,3,8,3,16,0,0,0,0,0,0,0
369,2928,1975,39,Young Adults,Postgraduate,2,52614.0,Middle,2012-12-01,575,Saturday,December,2012,63,789.0,0.0,142.0,12.0,9.0,38.0,990.0,2,2,4,8,8,16,0,0,0,0,0,0,0
370,5680,1984,30,Young Adults,Postgraduate,3,35684.0,Lower Middle,2014-04-22,68,Tuesday,April,2014,66,10.0,4.0,7.0,0.0,6.0,3.0,30.0,1,1,0,3,6,5,0,0,0,0,0,0,0
371,10313,1975,39,Young Adults,Undergraduate,4,48178.0,Lower Middle,2012-10-28,609,Sunday,October,2012,69,159.0,4.0,45.0,6.0,2.0,38.0,254.0,6,5,1,4,8,16,0,0,0,0,0,0,0
372,2557,1970,44,Middle-aged,Postgraduate,2,29548.0,Poor,2013-08-29,304,Thursday,August,2013,52,7.0,1.0,6.0,3.0,1.0,11.0,29.0,1,1,1,2,4,5,1,0,0,0,0,1,0
373,1245,1966,48,Middle-aged,Undergraduate,2,63810.0,Middle,2012-11-11,595,Sunday,November,2012,45,977.0,12.0,253.0,16.0,12.0,101.0,1371.0,4,4,3,12,8,23,0,1,0,0,0,1,0
374,1519,1972,42,Middle-aged,Postgraduate,3,38578.0,Lower Middle,2013-06-22,372,Saturday,June,2013,2,38.0,4.0,22.0,3.0,3.0,3.0,73.0,3,3,0,3,8,9,0,0,0,0,0,0,0
375,10703,1975,39,Young Adults,Postgraduate,3,46098.0,Lower Middle,2012-08-18,680,Saturday,August,2012,86,57.0,0.0,27.0,0.0,0.0,36.0,120.0,4,3,2,2,8,11,0,0,0,0,0,0,0
376,1726,1970,44,Middle-aged,Undergraduate,1,22585.0,Poor,2013-03-18,468,Monday,March,2013,23,3.0,9.0,15.0,13.0,2.0,39.0,81.0,1,1,1,2,9,5,1,0,0,0,0,1,0
377,4459,1989,25,Young Adults,Undergraduate,2,30279.0,Lower Middle,2012-12-30,546,Sunday,December,2012,13,10.0,4.0,14.0,4.0,4.0,1.0,37.0,1,1,0,3,8,5,0,0,0,0,0,0,0
378,1729,1961,53,Middle-aged,Postgraduate,3,66426.0,Middle,2013-10-02,270,Wednesday,October,2013,14,1043.0,24.0,97.0,32.0,24.0,157.0,1377.0,2,3,5,10,6,20,0,0,0,0,0,0,0
379,1517,1969,45,Middle-aged,Undergraduate,2,30822.0,Lower Middle,2013-06-14,380,Friday,June,2013,92,3.0,9.0,13.0,2.0,12.0,12.0,51.0,1,1,0,3,7,5,0,0,0,0,0,0,0
380,2098,1969,45,Middle-aged,Postgraduate,4,33581.0,Lower Middle,2013-01-08,537,Tuesday,January,2013,38,11.0,0.0,5.0,0.0,0.0,1.0,17.0,1,1,0,2,8,4,0,0,0,0,0,0,0
381,9543,1985,29,Young Adults,Undergraduate,3,19986.0,Poor,2013-11-14,227,Thursday,November,2013,74,3.0,6.0,5.0,0.0,2.0,6.0,22.0,1,0,0,3,7,4,0,0,0,0,0,0,0
382,6878,1954,60,Old,Undergraduate,1,27421.0,Poor,2012-12-12,564,Wednesday,December,2012,14,43.0,12.0,96.0,78.0,40.0,55.0,324.0,3,4,1,6,7,14,0,0,0,0,0,0,0
384,2724,1981,33,Young Adults,Postgraduate,2,36143.0,Lower Middle,2014-03-30,91,Sunday,March,2014,33,12.0,0.0,1.0,0.0,0.0,6.0,19.0,1,0,1,2,3,4,0,0,0,0,0,0,0
385,948,1971,43,Middle-aged,Undergraduate,2,10245.0,Poor,2013-05-15,410,Wednesday,May,2013,32,4.0,7.0,7.0,6.0,4.0,13.0,41.0,3,1,2,2,5,8,0,0,0,0,0,0,0
386,6720,1968,46,Middle-aged,Postgraduate,3,43795.0,Lower Middle,2013-10-16,256,Wednesday,October,2013,11,314.0,11.0,53.0,4.0,3.0,107.0,492.0,3,7,3,4,7,17,0,1,0,0,0,1,0
387,6202,1960,54,Middle-aged,Undergraduate,3,63381.0,Middle,2012-10-05,632,Friday,October,2012,78,571.0,50.0,142.0,33.0,50.0,159.0,1005.0,4,4,5,13,2,26,0,0,0,0,0,0,0
388,2066,1949,65,Old,Undergraduate,3,38823.0,Lower Middle,2012-08-30,668,Thursday,August,2012,56,70.0,0.0,11.0,2.0,8.0,23.0,114.0,1,2,1,3,6,7,0,0,0,0,0,0,0
389,9799,1968,46,Middle-aged,Postgraduate,3,83664.0,Middle,2013-05-08,417,Wednesday,May,2013,57,866.0,21.0,151.0,28.0,21.0,86.0,1173.0,3,2,2,12,5,19,0,0,0,0,0,0,0
390,8318,1979,35,Young Adults,Undergraduate,2,90300.0,Middle,2014-01-03,177,Friday,January,2014,7,594.0,134.0,786.0,33.0,134.0,57.0,1738.0,0,5,6,8,1,19,0,0,1,0,0,1,0
391,5642,1979,35,Young Adults,Postgraduate,3,62499.0,Middle,2013-12-09,202,Monday,December,2013,0,140.0,4.0,61.0,0.0,13.0,4.0,222.0,2,3,1,6,4,12,0,0,0,0,0,0,0
392,2669,1993,21,Young Adults,Undergraduate,1,74293.0,Middle,2014-05-04,56,Sunday,May,2014,66,375.0,152.0,335.0,93.0,91.0,81.0,1127.0,1,5,4,6,2,16,0,0,0,0,0,0,0
393,455,1946,68,Old,Postgraduate,2,51012.0,Middle,2013-04-18,437,Thursday,April,2013,86,102.0,9.0,63.0,2.0,9.0,24.0,209.0,1,4,1,4,6,10,0,0,0,0,0,0,0
394,7683,1968,46,Middle-aged,Postgraduate,3,70777.0,Middle,2014-02-25,124,Tuesday,February,2014,80,554.0,35.0,113.0,0.0,7.0,78.0,787.0,3,5,3,12,3,23,0,0,0,0,0,0,0
395,3428,1991,23,Young Adults,Postgraduate,2,68682.0,Middle,2013-10-06,266,Sunday,October,2013,56,919.0,0.0,505.0,99.0,30.0,45.0,1598.0,1,4,9,10,2,24,0,0,0,0,0,0,0
396,7414,1971,43,Middle-aged,Undergraduate,4,43824.0,Lower Middle,2012-09-15,652,Saturday,September,2012,18,96.0,1.0,42.0,12.0,3.0,32.0,186.0,4,3,1,4,8,12,0,0,0,0,0,0,0
397,6354,1984,30,Young Adults,Undergraduate,3,15345.0,Poor,2012-08-31,667,Friday,August,2012,51,5.0,2.0,16.0,3.0,2.0,19.0,47.0,2,1,1,2,8,6,0,0,0,0,0,0,0
398,798,1987,27,Young Adults,Undergraduate,2,23442.0,Poor,2012-12-24,552,Monday,December,2012,71,2.0,0.0,6.0,8.0,6.0,5.0,27.0,1,1,0,3,7,5,0,0,0,0,0,0,0
399,8213,1980,34,Young Adults,Postgraduate,3,14515.0,Poor,2012-11-09,597,Friday,November,2012,71,6.0,4.0,9.0,6.0,36.0,35.0,96.0,4,2,2,3,7,11,0,0,0,0,0,0,0
400,2488,1956,58,Middle-aged,Postgraduate,3,31395.0,Lower Middle,2013-03-23,463,Saturday,March,2013,80,23.0,1.0,25.0,0.0,8.0,7.0,64.0,4,2,1,3,6,10,0,0,0,0,0,0,0
401,9999,1965,49,Middle-aged,Undergraduate,2,75276.0,Middle,2012-09-27,640,Thursday,September,2012,2,610.0,105.0,125.0,137.0,42.0,21.0,1040.0,1,9,4,9,5,23,0,0,0,0,0,0,0
402,7617,1974,40,Middle-aged,Undergraduate,3,42373.0,Lower Middle,2013-08-15,318,Thursday,August,2013,83,67.0,5.0,61.0,3.0,8.0,19.0,163.0,5,2,1,5,5,13,0,0,0,0,0,0,0
403,615,1960,54,Middle-aged,Undergraduate,2,30507.0,Lower Middle,2013-03-11,475,Monday,March,2013,29,65.0,36.0,74.0,38.0,20.0,110.0,343.0,1,5,1,4,7,11,0,0,0,0,0,0,0
404,2552,1955,59,Middle-aged,Postgraduate,4,55521.0,Middle,2013-10-22,250,Tuesday,October,2013,11,416.0,0.0,26.0,0.0,0.0,4.0,446.0,9,6,3,6,7,24,0,1,0,0,0,1,0
405,194,1965,49,Middle-aged,Undergraduate,4,48006.0,Lower Middle,2014-06-09,20,Monday,June,2014,55,23.0,0.0,11.0,3.0,2.0,2.0,41.0,1,1,0,3,6,5,0,0,0,0,0,0,0
406,3645,1972,42,Middle-aged,Postgraduate,2,27213.0,Poor,2012-08-30,668,Thursday,August,2012,19,19.0,3.0,26.0,10.0,9.0,3.0,70.0,3,2,0,4,8,9,0,0,0,0,0,0,0
407,8890,1971,43,Middle-aged,Postgraduate,3,65808.0,Middle,2014-05-30,30,Friday,May,2014,1,155.0,7.0,80.0,13.0,7.0,10.0,272.0,3,5,1,5,6,14,0,0,0,0,0,0,0
408,5049,1974,40,Middle-aged,Postgraduate,3,30351.0,Lower Middle,2013-06-06,388,Thursday,June,2013,19,14.0,0.0,24.0,3.0,3.0,2.0,46.0,1,3,0,2,9,6,0,0,0,0,0,0,0
409,9973,1963,51,Middle-aged,Undergraduate,4,50437.0,Middle,2012-10-17,620,Wednesday,October,2012,28,370.0,9.0,92.0,6.0,9.0,4.0,490.0,3,7,1,8,7,19,0,0,0,0,0,0,0
410,7301,1982,32,Young Adults,Postgraduate,2,23616.0,Poor,2012-11-17,589,Saturday,November,2012,76,4.0,22.0,11.0,3.0,7.0,32.0,79.0,2,3,0,3,8,8,0,0,0,0,0,0,0
411,10882,1976,38,Young Adults,Undergraduate,3,53858.0,Middle,2012-11-09,597,Friday,November,2012,50,407.0,53.0,221.0,58.0,150.0,26.0,915.0,4,4,3,6,4,17,0,0,0,0,0,0,0
412,7030,1955,59,Middle-aged,Postgraduate,3,66465.0,Middle,2013-03-30,456,Saturday,March,2013,1,1200.0,0.0,204.0,38.0,29.0,14.0,1485.0,3,11,9,12,6,35,0,0,0,1,0,1,0
413,7422,1987,27,Young Adults,Undergraduate,2,46923.0,Lower Middle,2012-08-22,676,Wednesday,August,2012,90,85.0,44.0,54.0,102.0,78.0,6.0,369.0,3,5,1,7,7,16,0,0,0,0,0,0,0
414,3523,1962,52,Middle-aged,Undergraduate,3,75072.0,Middle,2013-01-23,522,Wednesday,January,2013,83,583.0,34.0,309.0,0.0,22.0,125.0,1073.0,2,5,4,8,3,19,0,0,0,0,0,0,0
415,7106,1943,71,Old,Postgraduate,2,75865.0,Middle,2014-03-31,90,Monday,March,2014,73,483.0,0.0,591.0,156.0,0.0,12.0,1242.0,1,3,5,10,1,19,0,0,0,0,0,0,0
416,6504,1975,39,Young Adults,Postgraduate,3,19789.0,Poor,2013-11-20,221,Wednesday,November,2013,24,2.0,5.0,9.0,28.0,6.0,28.0,78.0,3,2,1,3,5,9,1,0,0,0,0,1,0
417,5067,1994,20,Young Adults,Undergraduate,2,80134.0,Middle,2014-02-14,135,Friday,February,2014,11,966.0,26.0,282.0,52.0,26.0,26.0,1378.0,1,2,7,11,5,21,0,1,1,1,1,4,0
418,4216,1981,33,Young Adults,Undergraduate,1,91065.0,Middle,2013-02-22,492,Friday,February,2013,33,822.0,114.0,108.0,179.0,137.0,114.0,1474.0,1,7,9,9,3,26,0,0,1,1,0,2,0
419,8581,1971,43,Middle-aged,Postgraduate,4,49505.0,Lower Middle,2013-03-05,481,Tuesday,March,2013,4,604.0,0.0,100.0,19.0,0.0,28.0,751.0,9,10,2,8,8,29,0,0,0,0,0,0,0
420,5929,1973,41,Middle-aged,Postgraduate,3,37401.0,Lower Middle,2014-05-06,54,Tuesday,May,2014,14,19.0,3.0,19.0,3.0,1.0,3.0,48.0,2,2,0,3,7,7,0,0,0,0,0,0,0
422,6528,1982,32,Young Adults,Postgraduate,3,18492.0,Poor,2014-06-05,24,Thursday,June,2014,75,2.0,2.0,2.0,2.0,1.0,1.0,10.0,1,1,0,2,8,4,0,0,0,0,0,0,0
423,1361,1974,40,Middle-aged,Postgraduate,2,82584.0,Middle,2013-06-04,390,Tuesday,June,2013,26,1076.0,68.0,103.0,29.0,91.0,68.0,1435.0,1,3,4,8,1,16,0,1,1,0,0,2,0
